Date,Time,Town / Village,Area,"Occupation
(Where Relevant)",Description
No Firm Date,Not stated,Neath,Neath & Port Talbot,,Three glowing objects. The objects were moving towards the witness and then moved straight up into the sky. (Message taken 14 October 2008).
No Firm Date,Not stated,Mumbles/Swansea,Glamorgan,,A UFO. (Message taken 14 October 2008).
No Firm Date,Not stated,Frogmore/St Albans,Hertfordshire,,A UFO. (Message taken 20 October 2008).
No Firm Date,Not stated,Redruth,Cornwall,,They looked like flares or lights. They were quite far in the distance and going quite fast. (Message taken 28 October 2008).
No Firm Date,00:00,Bedstone/Bucknell,Shropshire,,There was an orange light coming over the hills. Another two approached. Then there were eight orange lights in formation. They were moving at the speed of a helicopter. There was no noise at all. (Message taken 4 November 2008).
No Firm Date,21:20,Brandiston/Norwich,Norfolk,,Three bright single lights. They hovered for a short while. There was no sound. (Message taken 4 November 2008).
No Firm Date,Not stated,Burnham on Sea,Somerset,,A UFO. (Message taken 7 November 2008).
No Firm Date,Not stated,Folkestone,Kent,,There were lights in the sky that were circling in front of the witness's house. They were in a half moon shape. (Message taken 13 November 2008).
No Firm Date,19:15,Dover,Kent,,There were half a dozen glowing lights. They were an orange fire colour and were globular. They were silent. Were moving across the sky at the speed of a helicopter. (Message taken 13 November 2008).
No Firm Date,20:18,East Stoke/Wareham,Dorset,,A pretty unusual sighting. (Message taken 20 November 2008).
No Firm Date,Not stated,Wellingborough,Northamptonshire,,A UFO. (Message taken 20 November 2008).
No Firm Date,Not stated,Redditch,Worcestershire,,Something that looked like a helicopter spotlight was 500/600ft high in the sky. Looked like there was a fire beneath the craft. There was no engine noise at all. It was moving about 60-80 miles per hour. (Message taken 20 November 2008).
No Firm Date,Not stated,Poole,Dorset,,A UFO flew across the sky. (Message taken 25 November 2008).
No Firm Date,Not stated,Ladbroke Grove,London,,Eight UFOs shaped like arrow heads in the sky. They were orange/reddish in colour. There was no sound. They were quite high up in the sky. (Message taken 26 November 2008).
No Firm Date,Not stated,Todmorden,West Yorkshire,,"One very round, yellowy light moving across the sky. It seemed to be moving vertically from the valley floor. It then moved across the sky. Was totally silent. (E-mail - November 2008)."
No Firm Date,23:20,Middlewich,Cheshire,,"An object was travelling through the sky, inside the atmosphere. (Message taken 8 December 2008)."
No Firm Date,Not stated,Not stated,Buckinghamshire,,Ten unidentified flying objects in the sky. (Message taken 8 December 2008).
No Firm Date,21:00,Coulsdon,Surrey,,"Two very strong, clear white lights. (Message taken 15 December 2008)."
No Firm Date,Not stated,Chesterfield,Derbyshire,,A UFO. (Message taken 15 December 2008).
No Firm Date,Not stated,Kettering,Northamptonshire,,A UFO. (Message taken 15 December 2008).
No Firm Date,19:00,Hainault,Essex,,Groups of 3 lights like an orange street light colour. 30 or more in total. Came from the direction of Loughton/Adbridge. Last group of 5 came over house and disappeared at 19:30 (Message taken 5 January 2009)
No Firm Date,Not stated,Littlehampton,West Sussex,,An orange globe/light was coming along the coast line. It was very vivid. It moved along at five hundred to a thousand ft in height. (Message taken 5 January 2009). Witness said the object was seen over Christmas time.
No Firm Date,Not stated,Newtownhamilton,County Down,,One circle of bright light. It was as high up as a telegraph pole. It was seen for thirty minutes. The object was moving towards and away from the vehicle.
No Firm Date,18:20,Redruth,Cornwall,,An object was seen. (Message taken 5 January 2009). The witness said the object was seen over Christmas.
No Firm Date,21:00,Coulsdon,Surrey,,"Two very strong, clear white lights. (Message taken 15 December 2008)."
No Firm Date,Not stated,Chesterfield,Derbyshire,,A UFO. (Message taken 15 December 2008).
No Firm Date,Not stated,Kettering,Northamptonshire,,A UFO. (Message taken 15 December 2008).
No Firm Date,19:00,Hainault,Essex,,Groups of 3 lights like an orange street light colour. 30 or more in total. Came from the direction of Loughton/Adbridge. Last group of 5 came over house and disappeared at 19:30 (Message taken 5 January 2009)
No Firm Date,Not stated,Littlehampton,West Sussex,,An orange globe/light was coming along the coast line. It was very vivid. It moved along at five hundred to a thousand ft in height. (Message taken 5 January 2009). Witness said the object was seen over Christmas time.
No Firm Date,Not stated,Newtownhamilton,County Down,,One circle of bright light. It was as high up as a telegraph pole. It was seen for thirty minutes. The object was moving towards and away from the vehicle.
No Firm Date,18:20,Redruth,Cornwall,,An object was seen. (Message taken 5 January 2009). The witness said the object was seen over Christmas.
2009-01,Not Given,Warwick,Warwickshire,Air Traffic Control employee,An orange glowing object with a red light on the right-hand side.
2009-01,Not Given,Not Given,North Yorkshire,,"Very curious. A very bright light, four times that of a star."
2009-01,Not Given,Carterton,Oxfordshire,Air Traffic Control employee,A very bright constant red light.
2009-01,Not Given,High Wycombe,Buckinghamshire,,been outside the individuals house for some nights and then one night.
2009-01,Not Given,Sawtry,Cambridgeshire,,A UFO.
2009-01,Not Given,Porthcawl,Mid Glamorgan,,A diamond shaped red light came towards him from the sea. Rear end of diamond was a blue light. It was incredibly hot as it passed overhead. No sound.
2009-01,Not Given,Halifax,West Yorkshire,,A silver disc shaped light seen for two minutes. Witness was in his lounge.
2009-01,Not Given,High Wycombe,Buckinghamshire,,A bright object travelling very fast overhead. Not a plane.
2009-01,Not Given,St Albans,Hertfordshire,,Something lit up the sky. There was smoke in the sky afterwards.
2009-01,Not Given,Colington,Edinburgh,,Lights in the sky.
2009-01,Not Given,Llandudno,Clwyd,,A bright orange light.
2009-01-01,Not Given,Chippenham,Wiltshire,,A UFO.
2009-01-01,Not Given,Streatham Hill,London,,Two bright lights/objects moving through the sky.
2009-01-01,00:10,Blairgowrie,Perthshire,,Four bright orange lights in a group.
2009-01-01,01:30,Not given,Not given,,Over my house. It was massive. Unbelievable. The noise was incredible. I thought we were under nuclear attack.
2009-01-02,17:00,Nuneaton,Warwickshire,,Five yellow/orange objects in formation. Moving east to west. Slow but straight flight.
,Not Given,Sandbach,Cheshire,,A UFO. An orange/yellow light.
2009-01-04,Not Given,Haslingdale/ Rossendale,Lancashire,,Four or more moving bright solid orange lights. Followed by a further eight identical objects. Rose vertically over the side on the valley. Made no sound.
2009-01-05,19:00,Malvern,Worcestershire,,A V shaped formation similar to how birds fly of seven lights. Moved rapidly across the sky rotated slightly then the lights split up and vanished. Lights were size and brightness of stars. No noise and no visible trails in sky.
2009-01-06,Not Given,Cardigan,Cardiganshire,,Five rather big orange things flew over the witness. He was terrified.
2009-01-08,04:40,Blackpool,Lancashire,,A green light with a white light on the outer rim. Flew over the hills and disappeared once it passed the motorway.
2009-01-09,Not Given,Exeter,Devon,,An object in the sky over Exeter.
2009-01-11,00:10,London W9,Greater London,,"Strange white light, got smaller and turned green. Pulsated in brightness."
2009-01-12,Not Given,Old Coulson,Surrey,,Saw a large shape in the sky. It didn't look like a helicopter but sounded like one and was very loud. It hovered for an hour. Then headed towards Caterham.
2009-01-13,Not Given,Leyton,London,,Object that moved quickly through the sky.
2009-01-13,20:15,High Wycombe,Buckinghamshire,,Strange burning objects in the sky.
2009-01-14,Not Given,Leyton,London,,Object that moved quickly through the sky.
2009-01-18,Not Given,Leyton,London,,Object that moved quickly through the sky.
2009-01-18,19:44,Lichfield,Staffordshire,Air Traffic Control employee,A bright yellow light. It vanished for a few seconds then reappeared.
2009-01-19,Not Given,Tarland,Aberdeenshire,,A bright steady light in the sky. It then just moved and disappeared.
2009-01-23,20:40,Anlaby,Hull,,"A very large ball (looked like a fireball). The object was small, but rather far away"
2009-01-23,20:58,Undy,Newport,,"Object had a large light on the front and a smaller red and green light on either side, as if on the ends of a planes wings. Base was a perfect square and black in colour. It made a quiet humming sound."
2009-01-23,21:40,West Cross,Swansea,,Large ball of light. Light did not diminish. Very strange. Made no sound. Very strange.
2009-01-24,23:05,Henleaze,Bristol,,"Large spherical object, bright orange in colour. Much bigger than any plane or helicopter. Glowed brightly all over. Was completely soundless."
2009-01-25,18:00,Perton,West Midlands,,"Star shaped and very bright, brilliant white. Changing shape. No noise."
2009-01-25,19:00,Livingston,West Lothian,,"An extremely bright blue circular light. After diving down at steep angle, rising then diving again, it vanished."
2009-01-25,23:25,Sittingbourne,Kent,,A strange ball of bright orange light. Light faded out.
2009-01-26,18:15,Bromley,Kent,,"Three orange lights in horizontal line above the opposite side of the hill. Stopped car but saw only four lights, two separate at the top & two close together at the bottom. Top two rose and disappeared. Second two moved higher then also vanished."
2009-01-26,21:45,Tarring,West Sussex,,Four orange lights. At first mistook them for stars. Faded one by one
2009-01-28,22:10,Grimsby,Lincolnshire,,Light in the sky. Other lights falling or dripping from it to the ground. At first thought it was fireworks. Made no noise and was the size of a helicopter.
2009-01-29,Not Given,Colchester,Essex,,We keep getting flown over by aliens galore. They are dropping germs and we keep getting colds. Please send the RAF or USAF to stop them.
2009-02,Not Given,Swadlincote,Derbyshire,,15 fireballs in the sky. Not aircraft.
2009-02,Not Given,East Kilbride,Lanarkshire,,Five orange lights high in the sky over the house. Disappeared into the atmosphere
2009-02-03,01:00,Not Given,Thames Estuary,,Same as the UFO seen over the House of Commons in February 2008. Matches description The Sun gave.
2009-02-03,10:10,West Row,Suffolk,,Bright clear light shooting across sky. There were blue lights almost in line with the clear light. They were evenly spaced.
2009-02-04,18:32,Chesterton,Newcastle Under Lyme,,A dullish orange light low in the sky. Circular in shape with no defined edge. Surface had texture of the Sun's surface but not as bright. It reduced in size as it backed away from the witness. An aircraft flew in its direction whilst giving it a wide berth.
2009-02-05,Not Given,Portslade,Sussex,,Six red or orange lights in a large oval shape moving slowly towards Brighton. They made no noise
2009-02-05,06:30,Cropwell Bishop,Nottinghamshire,,Series of UFO Sightings. Three orange lights arranged vertically in the sky. No way they could be aircraft. Four sets of them.
2009-02-06,Not Given,Rossendale,Lancashire,,A blue and purple flashing light over the moors for 30 minutes.
2009-02-06,17:30,Between Mealrigg and Langrigg,Cumbria,,"A clearly defined, shiny silvery metallic cylinder with rounded ends. Estimated 50ft in length. Small protrusion on upper rear body. Object made no sound nor visible emissions."
2009-02-07,Not Given,Gorseinon,Swansea,,Strange object seen when he developed photographs he had taken.
2009-02-07,19:30,Between Norwich and Lenwade,Norfolk,,Ten orange orbs. Orbs had slightly pulsating orange lights. Not like navigation lights. Made no noised.
2009-02-07,20:05,Not Given,Not Given,,"Six lights, some red, some orange and some white all travelling in the same direction. It was either one big object or six single objects. All travelling in the same direction."
2009-02-07,23:10,Basingstoke,Hampshire,,A bright orange light travelling very fast from North to South east. Too large and bright to be a plane. In view for one minute then disappeared behind a cloud. Noticed no noise or tail.
,22:05,Fowey,Cornwall,,Strange object in the sky. Bright orange in colour with intensity of fire. Like a huge hanglider.
2009-02-08,20:00,Ashingdon,Essex,,Lights in the sky. Definitely not a plane. Very strange.
2009-02-08,21:00,Sutton,Surrey,,Five UFOs. Bright round orange lights. Made no noise. Disappeared in direction on London.
2009-02-09,Not Given,Romsley,Shropshire,,"A peculiar bright light. The object was spherical shaped like a satellite. It moved West to East very quickly. Definitely not a satellite, helicopter or light aircraft."
2009-02-10,21:00,Not Given,Somerset,,Bright orange lights continuously going up and down on the horizon. Heading East in the direction of Frome or Wiltshire.
2009-02-10,22:45,Western-super- Mare,Somerset,,An orange/yellow object moving NW to SE. Followed by three more. No navigation lights and they made no sound. Not that high up. Disappeared into the distance quicker than they arrived.
2009-02-13,23:12,Bradford-on-Avon,Wiltshire,,A brightly glowing orange ball. It seemed to be a controlled craft. It hovered for a couple of minutes then the light seemed to deliberately fade. It was a few hundred feet up and a quarter of a mile from the house.
2009-02-14,20:10,Roxwell,Essex,,A bright orange object. The top was rounded like the top of a balloon and was a brighter orange towards the bottom. It appeared to be stationary.
2009-02-15,Not Given,Aberford,Leeds,,Witness saw a long light flashing like a laser. Sometimes there were two lights crossing over. This is the third time they have been seen over six weeks.
2009-02-15,06:30,Bennech,Anglesey,,Strange lights seen over the bay.
2009-02-16,19:00,Colchester,Essex,,A bright light that went straight up in the sky above the A12 near Colchester.
2009-02-16,19:19,Leigh,Greater Manchester,,"A dome shaped orange ball of light. It suddenly took off from a field. It was organic like a jellyfish. Transparent, and you could see its internal workings. It departed swaying left to right and made a droning noise. 150-200ft in the air."
2009-02-19,19:50,Gravesend,Kent,,A ball of light with a few lights inside. It hovered over Gravesend for some 30 minutes. Too static for a helicopter.
2009-02-20,21:45,Bradford,West Yorkshire,,"Two strange lights behind the clouds that appeared to be playing with each other, pretending to crash into each other. Then they were joined by a third light that hovered underneath them, going back and forth."
2009-02-21,22:45,Arundel,West Sussex,,Five bright orange lights in the sky. One was in the lead the other four in a loose rectangular formation. Disappeared behind trees then were seen in a line with long gaps between them. Heard no engine noise. Headed south for two miles before vanishing.
2009-02-22,Not Given,South East LondonL,ondon,,An object with a white and alternating red lights at an angle. Came from South East London towards Canary Wharf. It stopped in mid-air and an alternating sequence of red lights flashed at 180 degrees. Lights switched side instantly.
2009-02-22,01:10,Chepstow,Gwent,,A single object the size of a large car. Silver with flames flickering from the underside. Then moved up and away.
2009-02-22,19:00,Oxted,Surrey,,"Object came in trajectory into back garden. It was like the upper part of an egg, glowing bright orange like hot steel. On bottom it had something like a root structure. It looked like it was having some trouble but righted itself, and gently flew off."
2009-02-22,19:30,Swindon,Wiltshire,,80 bright lights over the top of Queen's Hill in Swindon.
2009-02-22,19:30,Bedford,Bedfordshire,,"A sizeable, silent, flickering orange light. Difficult to judge height and speed but much slower than any meteorite and much faster than the prevailing wind which was negligible."
2009-02-23,19:17,New Ash Green,Kent,,"A ball of light in the clouds, moving slowly and falling apart. Had other white lights coming off it. Made no sound."
2009-02-24,18:45,Hartlepool,Cleveland,,Saw four spaceships that flew over the house into the sky. They had a bright light that faded and was then gone. They returned to the same spot they had come from.
2009-02-25,18:30,Oldham,Manchester,,A very bright object that glows red and bright.
2009-02-26,19:15,Malmesbury,Wiltshire,,"Two lights above the cloud with beams of light coming out from them horizontally. Dotting about like two fireflies. The beams are coming from the lights, not the ground. Seen to the north. The lights are very round and flying in a small area."
2009-02-27,18:15,Central London,London,,"One white light to the south east that flashes red, green and an off yellow at about 8-10000ft. Another across central London at 10- 15000ft with the same colours. Objects are identical and 3-4 miles apart on the approach path to Heathrow or London City."
2009-02-27,21:00,Lelant,Cornwall,,Two orange lights over Hayle Estuary moving at the speed of a helicopter but had no aircraft navigation lights.
2009-02-27,23:00,Newquay,Cornwall,,Bright orange object travelling west to east across the sky.
2009-02-28,04:30,Portlethen,Aberdeenshire,,A big yellow glow in the sky to the south of Aberdeen. About 2500ft high but not aircraft landing lights.
2009-02-28,21:50,Mary Tavy near Dartmoor,Devon,,Orange lights in the sky. Like fairy lights. Made no sound
2009-03-01,18:45,Bishopsmill,Morayshire,,Lights like little stars in a half moon shape. A bright light at the centre was moving very slightly.
2009-03-01,19:00,Warlingham,Surrey,,Three very bright orange lights in triangular formation. They were circular with no tails. Travelling at speed towards the east. Made no sound. Could not tell height. Visible for 4-5 minutes before fading away one by one.
2009-03-01,20:15,West Bridgford,Nottingham,,"A swarm of about 100 flashing white lights, high in the sky moving from the NE to SE. Very quick and keeping equidistant and of equal speed. Disappeared about 45 degrees above the horizon. The swarm moved in an arc of 40 degrees in about 10 seconds."
2009-03-04,22:50,Swindon,Wiltshire,,Various different lights in a star shape.
2009-03-07,05:00,Cottingham,Humberside,,An object in the sky changing colour.
2009-03-08,01:30,Bolton,Lancashire,,"A large fireball but with an oblong shape. Thought it was a crashing airliner but it stopped and hovered. It then came towards Dascar, stopped and headed in a SE direction towards Bury. It hovered in the distance for a minute before disappearing."
2009-03-09,21:15,Hayes,Middlesex,,An object hovering in the sky. The object had bright lights.
2009-03-09,23:10,Holland on Sea,Essex,,"An emerald green object that was like a torchlight or a large grapefruit. It flitted up, down and around outside the landing window. The beam of light narrowed and it came back as a ball shape. It was still for 90 seconds then vanished."
2009-03-10,18:15,A3 South of M25,A3 South of M25,,A long cylinder of gold light. It looked like a very bright shooting star. Observed it for 3 seconds.
2009-03-10,18:50,Barrow-in-Furness,Cumbria,,"The whole object was glowing like hot metal and there was no sound. It was travelling at the speed of a fighter or a satellite, from NW to SE. It looked to be flying quite low."
2009-03-10,22:10,Spalding,Lincolnshire,,Strange orange lights in the sky.
2009-03-14,18:50,Bugbrooke,Northamptonshire,,A big bright red ball of fire travelling at a terrific speed.
2009-03-14,20:15,Flitwick,Bedfordshire,,Two UFOs. Orange globes that moved near together then separated and very gradually disappeared.
2009-03-14,20:30,Harlyn Bay,Cornwall,,"Five strange orange lights in formation, moving very quickly."
2009-03-14,20:40,King's Lynn,Norfolk,,"Object was travelling east/southeast. An extremely bright, constant red/orange light shining down. The shape of the object was obscured by the light. It made no sound. Cannot determine speed, but was visible for two minutes. May have speeded up."
2009-03-17,Not Given,Croydon,London,,"A bright orange light, the size of a helicopter. It looked like a flame or a flare but made no sound. It was moving very slowly."
2009-03-17,00:35,Not Given,Not Given,,The shape of a rectangle. It had a dull green glow with no other lights showing.
2009-03-17,05:35,Portsmouth,Hampshire,MoD Guard Service,A wide pear drop shaped translucent green light with a small tail of light. Moved in NW direction. Made no noise and vanished after a few seconds.
2009-03-17,20:30,Heywood,Lancashire,,"Three orange lights, evenly spaced and moving at the same speed. Gradually disappeared after five minutes. Heading from SE to NW."
2009-03-18,22:00,Milton Keynes,Buckinghamshire,,Two very bright glowing orange lights moving at very high speed.
2009-03-19,Not Given,Not Given,West Sussex,,"A constant light travelling West to East. Very erratic, wobbling off course then just disappeared."
2009-03-20,18:50,Exton,Rutland,,"Large bright light seen to the east of Exton, moving south to north at high speed- at first mistaken for a planet."
2009-03-22,19:55,Newtimber,West Sussex,,A bright diamond shaped light. Definitely not an aircraft. Faster than an aircraft. Headed east for one minute before moving upwards and disappearing.
2009-03-22,20:00,Adfa,Powys,,Looked like a satellite crashing or a star. It was fairly pacey and then slowed to a halt. It moved off after 20 seconds and gathered speed. It became a dot and vanished.
2009-03-24,05:17,Bridgend,Glamorgan,,Four UFOs flying beneath two aircraft. They moved much faster than the aircraft. Greyish in colour with a dome on top and bottom. Flew over the Waterton Industrial Estate.
2009-03-25,20:25,Godalming,Surrey,,A very bright spherical object. Size of a full moon. Yellow/orange in colour. Object seemed wrapped in a bright glowing cloud of light. It made no noise. It moved towards Hascombe. Performed a series of erratic moves.
2009-03-27,16:10,Walthamstow,London,,Three objects in the sky. They were circling and dipping in and out of the clouds. They could have been light sources or just reflecting light. A possible tail of light at a slight angle away from the direction of travel on each of the objects.
2009-03-28,08:45,Torquay,Devon,,A group of very bright orange objects heading NW to SE at a consistent speed and low altitude. There was a group of 15 followed by groups of 2-3 and 3-4 over a five minute period. They made no noise.
2009-03-29,20:45,Preston,Lancashire,,Three bright lights heading in the same direction some 2 minutes apart. The 3rd light disintegrated and spilt up.
2009-04-04,Not Given,Swindon,Wiltshire,,A massive orange thing. Going so fast it passed a plane going towards RAF Lyneham.
2009-04-04,00:30,Saddleworth,Lancashire,,A bright orange ball of fire. It was quite high up in the sky over the house. It was changing colour and disappeared straight into the sky.
2009-04-04,10:30,Harrogate,North Yorkshire,,It was square with orange lights.
2009-04-04,23:15,Leyland,Lancashire,,Object seen for 6-7 minutes.
2009-04-05,09:00,Swindon,Wiltshire,,Something peculiar.
2009-04-06,Not Given,Hessel,Humberside,,Very bright white light. Its trail followed it for half an hour heading towards Brough.
2009-04-08,Not Given,Leeds,West Yorkshire,,A ball of fire.
2009-04-08,01:00,Brighton,Sussex,,"Looked like a squashed balloon and had no wings. Rounder at the front and pointed at the back. It had no lights at the front but 2-3 at the back, one red, one red and flashing and one white/green. Witness heard the noise first which grew louder."
2009-04-09,21:26,Note Given,Liverpool,,Two parallel lights. Red or orange lights in the sky.
2009-04-11,21:35,Ellon,Aberdeenshire,,"A very bright orange glow. Moved about the speed of an airliner, heading south to north."
2009-04-11,20:30,Bromley,Kent,,A UFO.
2009-04-11,21:05,Harrow,London,,"A big ball of fire, like a star. It decreased in size over two minutes."
2009-04-11,21:20,Chesterfield,Derbyshire,,"Several orange lights, same colour and brightness of street lights. Three were close together and the others were in a horizontal line."
2009-04-11,21:40,Goole,Humberside,,A Light. Moved past very slowly then shot off at phenomenal speed. It was round but twice it changed into a cone shape. 300-400ft up.
2009-04-12,Not Given,Swindon,Wiltshire,,"Four glowing objects coming from southwest and then turned north. They were glowing duller and brighter, then disappeared."
2009-04-12,23:10,Linlithgow,West Lothian,,A UFO.
2009-04-13,Not Given,Farnborough,Hampshire,,A ball of glowing red light. After 30 seconds the light dimmed slightly and then just disappeared.
2009-04-13,21:00,Moelfre,Angelsey,,Looked like a Chinese lantern.
2009-04-13,21:30,Derby,Derbyshire,,Two orangey lights in the sky moving towards each other. Then a ball of light approached the other lights. All three were stationary for a while before disappearing into the distance. Another light then hovered where the others had been.
2009-04-14,21:45,Strathspey,Invernesshire,,A bright orange light approached at low level and then remained stationary for 10 minutes. Then it turned red.
2009-04-14,22:00,Smalley,Derbyshire,,"A round yellow ball. It looked like it had a parachute on top, the shape of a helmet."
2009-04-14,22:45,Wallington,Surrey,,Nine green lights in the sky.
2009-04-18,22:22,Brandon,Suffolk,,Two yellow objects like giant sparklers heading North to South.
2009-04-18,Not Given,Oswestry,Shropshire,,A UFO.
2009-04-19,10:00,Maghull,Merseyside,,"A orange ball in the sky, travelling very quickly then stopped and faded away."
2009-04-19,20:40,Snodlands,Kent,,"An oval shaped glowing red object, in two dimensions. It spun in one direction then reversed and swung in the other."
2009-04-19,21:23,Not Given,Liverpool,,A UFO Southwest of Liverpool.
2009-04-21,21:34,Maidstone,Kent,,"Lights rising from the ground into the sky, much like debris from a fire. However lights were too intense to be a fire. Seen in the direction of the North Downs from Maidstone."
2009-04-21,22:03,Pendleton,Manchester,,A bright orange object moving at a steady pace.
2009-04-21,22:55,Brighton,Sussex,,"A bright flaming object, about a quarter of the size of the moon. It was like a special effect. It was silent and went from horizon to horizon, starting in the North."
2009-04-22,15:10,Basingstoke,Hampshire,,Like a large black parachute with nothing suspended from it. It changed shape and gradually got smaller as it went into the distance. Observed for 10-20 minutes.
2009-04-24,01:22,Harrow,London,,A long shaped vehicle with a red light at the front and two gold lights either side. Hovered above the house and then moved off to the right at tremendous speed before returning. It then drifted slowly away. It was louder than a plane or helicopter.
2009-04-25,10:15,Croydon,London,,A bright red light over the house.
2009-04-25,20:30,Bury St Edmunds,Suffolk,Former Air Traffic Controller,A large black ball with a light underneath. Travelling South over western Bury St Edmunds at 3000ft at 200 miles an hour.
2009-04-26,Not Given,Holmefirth/ Huddersfield,West Yorkshire,,A black spherical object 12m in diameter. It was 500ft up and travelling at 500 mph. It made no sound. It had a light on but switched it off when the witness shone a torch at it.
2009-04-26,00:50,Hackney,London,,Two bright lights heading towards the city. Like a white octopus shaped kite. It was like they were propelled but travelling on their own.
2009-04-26,18:30,Central London,London,,"Single small white orb shortly joined by two others. Changed into a dull flat circular shape. They were hovering over Central London at 15-20,000 ft but not blown by the wind. Objects disappeared but one reappeared for five minutes."
2009-04-26,22:05,Grimsby,Lincolnshire,,Looked like a star or satellite. Saw three within 20 minutes. Came from the south. Its speed increased and then slowed down. Finally headed east over the North Sea.
2009-04-28,Not Given,Tywyn,Gwynedd,,A big bright orange light. It turned white and then disappeared very quickly. It made no noise.
2009-04-28,21:48,Ferrers,Essex,,A sighting.
2009-04-29,23:10,Nottingham,Nottinghamshire,,Two orange lights flying in a parallel formation in an arc. One slowed and went behind the other then they both gradually faded away. Far too fast to be aircraft. They had no flashing lights and made no sound.
2009-04-29,23:44,Caterham,Surrey,,A very small white light with no flashing lights or smoke trail. Headed north then did a sharp turn to the east and then was just gone.
2009-04-30,20:30,Sutton,Surrey,,A bright green light that whizzed about the sky for an hour. It was very fast and a few planes got in its way.
2009-05-02,21:36,Chorley,Lancashire,,Saw orange lights that looked like flames. They were heading South to North towards Preston. Police said it was the open rear of an aircraft undertaking parachute training.
2009-05-02,21:50,Upper Norwood,London,,Six very bright orange lights flying in formation passed by in 15 minutes. Heading from Upper Norwood towards Crystal Palace.
2009-05-02,22:00,Burbage,Wiltshire,,Initially one then five pitch black hot air balloon shaped objects with continual flames underneath.
2009-05-02,23:00,Long Eaton,Nottinghamshire,,A large bright yellow object hovering in the sky. Too bright to be an aircraft and the wrong colour. It didn't move for ages and then disappeared in the blink of an eye.
2009-05-02,23:30,Buckhurst Hill,Essex,,"A slow moving, silent, orangey/red light. Does not think it was a helicopter or aircraft. Flew at same height as a helicopter."
2009-05-03,Not Given,Darlington,County Durham,,"Two bright orangey/red lights moving towards Durham/Tees Valley Airport. The objects flew steady, level and straight."
2009-05-03,15:50,Otmoor,Oxfordshire,Pilot,"A shiny black flying cylinder, 20-30ft long at about 4700ft which was 200ft above the pilots aircraft. Although the pilot sighted the object. Air Traffic Control forwarded details to the UFO Desk."
2009-05-03,21:30,Ammanford,Dyfed,Pilot,Seven orange orbs that suddenly disappeared. They were on a North-South trajectory. Witness contacted Cardiff Air Traffic Control who had nothing on radar.
2009-05-04,00:20,Barton near A6,Lancashire,,Nine bright orange lights moving at slow speed and at 2000ft. They made no sound.
2009-05-05,22:10,Roade,Northampton,,An orange flash and a loud bang.
2009-05-07,22:25,High Peak,Derbyshire,,Three bright small lights very close together travelling in a straight line. They were flashing rapidly but made no noise and looked like they were on fire but clearly were not. Speed of 100-150mph at 1000ft. Came back eight minutes later.
2009-05-09,17:55,St Helens,Merseyside,,"A UFO over the witnesses house. It was at 30,000ft and he has seen it before."
2009-05-09,22:00,Harlow,Essex,,A diamond shaped orange light. If you held out your hand it would have been the size of a 20p coin. It was totally silent. The object carried on in the distance and then another one appeared and followed the same path.
2009-05-09,22:10,Northwich,Cheshire,,Four big lights in a line formation. Two dropped down and the other two moved off quickly into the distance.
2009-05-09,22:50,Central London,London,,Twenty orange balls heading north.
2009-05-11,Not Given,Tomintoul,Banffshire,,"Like a star, but jumping all over the sky. It was 70 degrees above the horizon. It was a blue/white colour and occasionally red and left a light trail."
2009-05-11,21:38,Southampton,Hampshire,,A very bright light. It made no sound but was very low.
2009-05-14,22:00,Nenthead,Cumbria,,A bright orange light. Too bright for a Chinese lantern. The light looked electrical not a flame. Travelled in a straight line at a steady speed. Travelled East to West with the wind. Made no noise. It was about the size of a quarter moon.
2009-05-16,00:20,Bedford,Bedfordshire,,A strange blue light near the Cardington Hangers. Flew straight past the witness.
2009-05-16,21:50,Petts Wood,Kent,,8-10 bright red lights. They were hovering. They moved independently into the distance and disappeared when a light aircraft appeared.
2009-05-16,22:00,Deeside,Flintshire,,Seven bright orange lights in the sky. Silent. Travelling towards the Wirral.
2009-05-19,10:00,Redruth,Cornwall,,A big bright light. Came from west Cornwall towards Plymouth.
2009-05-19,21:30,Bexhill-on-Sea,East Sussex,,A series of orange balls of fire.
2009-05-19,22:15,Long Eaton,Nottingham,,An ellipse shaped object the size of a commercial plane. It was on fire. It glowed bright orange. It moved South East to North and then returned and hovered for at least a minute. Moved further away at supersonic speed.
2009-05-21,Not Given,Not Given,Not Given,,A very bright blue light flew behind the house.
2009-05-21,23:40,King's Lynn,Norfolk,,Very strange circular objects without definite shape. They stayed around for about five minutes. They were 8-9 of them.
2009-05-23,22:00,Penzance,Cornwall,,Ten orange lights in a line with intermittent gaps. They made no sound and flew at helicopter height.
2009-05-23,22:10,Dudley,West Midlands,,A big bright light. Thought it was a helicopter at first. Within seconds followed by three others and then a further three. Flew low but made no sound.
2009-05-23,22:10,Bodium,East Sussex,,A strange sighting.
2009-05-23,23:00,Hove,East Sussex,,A very big red light moving slowly. It then faded away.
2009-05-23,23:00,Winsford,Cheshire,,"An orange light travelling from the south. It was followed by two more orange lights on the same path, then five more and then two more. They made no noise but were at the height of a helicopter."
2009-05-24,00:00,Llandaff City,Cardiff,,Seven bright red lights.
2009-05-24,13:42,Wakefield,West Yorkshire,,"A white object with a silver beam coming from it, over Pugneys Country Park. It looked square but changed shape as it moved about. Witness saw it through binoculars. An aircraft flew very close to it."
